id,account_name,date,category,notes,items,created_at,account
127,,2026-06-05,Supplies,,"[{""date"": ""2026-06-05"", ""description"": ""1x pack Ice"", ""amount"": ""50.00""}]",2026-06-05T00:40:08.608342+08:00,
124,,2026-06-04,Supplies,,"[{""date"": ""2026-06-04"", ""description"": ""ice"", ""amount"": ""50.00""}]",2026-06-04T15:18:12.949844+08:00,
123,,2026-05-29,Rent,,"[{""date"": ""2026-05-29"", ""description"": ""Cheska"", ""amount"": ""20000.00""}]",2026-06-04T02:57:53.769021+08:00,
122,,2026-06-03,Salary,,"[{""date"": ""2026-06-03"", ""description"": ""Luis"", ""amount"": ""2687.50""}]",2026-06-04T02:44:45.531279+08:00,
120,,2026-06-02,Salary,,"[{""date"": ""2026-06-02"", ""description"": ""Jeremy"", ""amount"": ""2187.50""}]",2026-06-04T02:43:48.134983+08:00,
119,,2026-06-01,Salary,,"[{""date"": ""2026-06-01"", ""description"": ""Lhei"", ""amount"": ""2687.50""}]",2026-06-04T02:43:31.737043+08:00,
118,,2026-05-31,,,"[{""date"": ""2026-05-31"", ""description"": ""Paul"", ""amount"": ""3075.00""}]",2026-06-04T02:43:12.558128+08:00,
117,,2026-05-29,Salary,,"[{""date"": ""2026-05-29"", ""description"": ""Ronralf"", ""amount"": ""2000.00""}]",2026-06-04T02:42:55.934775+08:00,
116,,2026-05-28,Salary,,"[{""date"": ""2026-05-28"", ""description"": ""Luis"", ""amount"": ""1687.50""}]",2026-06-04T02:42:11.498565+08:00,
115,,2026-05-26,Salary,,"[{""date"": ""2026-05-26"", ""description"": ""Jeremy"", ""amount"": ""2550.00""}]",2026-06-04T02:25:29.574656+08:00,
113,,2026-05-25,Salary,,"[{""date"": ""2026-05-25"", ""description"": ""Ronralf"", ""amount"": ""1187.50""}]",2026-06-04T02:24:26.413071+08:00,
112,,2026-05-24,Salary,,"[{""date"": ""2026-05-24"", ""description"": ""Paul"", ""amount"": ""2425.00""}]",2026-06-04T02:23:06.865710+08:00,
111,,2026-05-22,Salary,,"[{""date"": ""2026-05-22"", ""description"": ""Luis"", ""amount"": ""3375.00""}]",2026-06-04T02:22:14.782078+08:00,
110,,2026-05-20,Salary,,"[{""date"": ""2026-05-20"", ""description"": ""Remaining salary ni Joseph"", ""amount"": ""775.00""}]",2026-06-04T02:20:14.575978+08:00,
109,,2026-05-19,Salary,,"[{""date"": ""2026-05-19"", ""description"": ""CA kajo"", ""amount"": ""2050.00""}, {""date"": ""2026-05-19"", ""description"": ""Salary Jeremy  Manipol"", ""amount"": ""2000.00""}]",2026-06-04T02:15:05.537831+08:00,
107,,2026-06-03,Salary,,"[{""date"": ""2026-06-03"", ""description"": ""Ruth"", ""amount"": ""200.00""}]",2026-06-04T01:50:50.511058+08:00,
106,,2026-06-03,Other,Balance as of 06/03/2026: PHP 2170,"[{""date"": ""2026-06-03"", ""description"": ""Negative Variance"", ""amount"": ""9.00""}]",2026-06-04T01:09:38.990845+08:00,
105,,2026-06-03,Food,,"[{""date"": ""2026-06-03"", ""description"": ""1x kilo Hotdog (Bo's cheese)"", ""amount"": ""172.00""}]",2026-06-04T01:05:22.347216+08:00,
103,,2026-06-03,Supplies,,"[{""date"": ""2026-06-03"", ""description"": ""1x winrox reg"", ""amount"": ""42.75""}, {""date"": ""2026-06-03"", ""description"": ""1x winrox color safe"", ""amount"": ""69.50""}, {""date"": ""2026-06-03"", ""description"": ""1x pack of nescafe stick"", ""amount"": ""97.75""}]",2026-06-04T01:04:27.512205+08:00,
102,,2026-06-03,Supplies,+100 kasi mali ung bigay kkay dadi dapat 150 lang,"[{""date"": ""2026-06-03"", ""description"": ""dishwashinng"", ""amount"": ""250.00""}, {""date"": ""2026-06-03"", ""description"": ""salt"", ""amount"": ""75.00""}, {""date"": ""2026-06-03"", ""description"": ""toothpick"", ""amount"": ""10.00""}, {""date"": ""2026-06-03"", ""description"": ""egg"", ""amount"": ""80.00""}, {""date"": ""2026-06-03"", ""description"": ""fly swatter 2pcs"", ""amount"": ""24.00""}]",2026-06-04T01:02:03.751873+08:00,
100,,2026-06-03,Salary,,"[{""date"": ""2026-06-03"", ""description"": ""Aljohn Roi A. Remoluna"", ""amount"": ""2000.00""}]",2026-06-04T00:55:16.225051+08:00,
97,,2026-06-02,Supplies,,"[{""date"": ""2026-06-02"", ""description"": ""yelo"", ""amount"": ""50.00""}]",2026-06-02T20:18:35.122044+08:00,
96,,2026-06-02,Supplies,,"[{""date"": ""2026-06-02"", ""description"": ""yelo"", ""amount"": ""50.00""}]",2026-06-02T19:13:12.290557+08:00,
95,,2026-06-02,Food,,"[{""date"": ""2026-06-02"", ""description"": ""Hotdog"", ""amount"": ""110.00""}]",2026-06-02T18:14:40.718601+08:00,
94,,2026-06-02,Salary,,"[{""date"": ""2026-06-02"", ""description"": ""Sweldo Mitoy"", ""amount"": ""2187.00""}]",2026-06-02T18:13:06.505426+08:00,
93,,2026-06-02,Supplies,Paid ( no remaining balance ),"[{""date"": ""2026-06-02"", ""description"": ""Mantika"", ""amount"": ""846.00""}]",2026-06-02T16:50:33.318858+08:00,
92,,2026-06-01,Salary,,"[{""date"": ""2026-06-01"", ""description"": ""Lhei salary"", ""amount"": ""850.50""}]",2026-06-02T00:30:49.603387+08:00,
91,,2026-06-01,Other,,"[{""date"": ""2026-06-01"", ""description"": ""patcakes smores"", ""amount"": ""105.00""}]",2026-06-02T00:01:40.359480+08:00,
90,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""6 sachet powder detergent"", ""amount"": ""37.50""}, {""date"": ""2026-06-01"", ""description"": ""Nestea lemon 12 pcks"", ""amount"": ""231.00""}, {""date"": ""2026-06-01"", ""description"": ""1 kg ajinomoto"", ""amount"": ""231.75""}, {""date"": ""2026-06-01"", ""description"": ""5 pcks ginisa mix"", ""amount"": ""187.50""}]",2026-06-02T00:00:43.368763+08:00,
89,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""2 pcks knorr cube beef"", ""amount"": ""138.00""}, {""date"": ""2026-06-01"", ""description"": ""sinigang 10 pcks"", ""amount"": ""295.00""}, {""date"": ""2026-06-01"", ""description"": ""sugar 5 kilos"", ""amount"": ""350.00""}, {""date"": ""2026-06-01"", ""description"": ""paminta"", ""amount"": ""220.00""}]",2026-06-01T23:57:23.520105+08:00,
88,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""Vanilla"", ""amount"": ""200.00""}]",2026-06-01T19:16:01.275354+08:00,
87,,2026-06-01,,kuha sa petty cash,"[{""date"": ""2026-06-01"", ""description"": ""Salary ni Lhei"", ""amount"": ""1737.50""}]",2026-06-01T14:49:43.658103+08:00,
86,,2026-06-01,,,"[{""date"": ""2026-06-01"", ""description"": ""4 pcs of Nestea"", ""amount"": ""96.00""}]",2026-06-01T14:26:46.259730+08:00,
85,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""25 Kilos Rice MAalsa"", ""amount"": ""1300.00""}]",2026-06-01T13:56:38.796252+08:00,
84,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""Ice tube"", ""amount"": ""50.00""}]",2026-06-01T13:03:07.894140+08:00,
83,,2026-05-31,,"Sales May 31 kinuha
20 php+ kay wawa","[{""date"": ""2026-05-31"", ""description"": ""Sweldo pol"", ""amount"": ""2695.00""}]",2026-06-01T00:13:41.738982+08:00,
82,,2026-05-31,,Sales May 31 kinuha,"[{""date"": ""2026-05-31"", ""description"": ""Cash Advance ni Lhei"", ""amount"": ""100.00""}]",2026-06-01T00:09:00.900244+08:00,
81,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""sinigang mix"", ""amount"": ""34.00""}]",2026-05-31T21:21:12.862181+08:00,
80,,2026-05-31,Supplies,1.5L one case each ( 12 pcs ),"[{""date"": ""2026-05-31"", ""description"": ""Coke and Sprite"", ""amount"": ""1536.00""}]",2026-05-31T19:22:29.719612+08:00,
79,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""lemons"", ""amount"": ""200.00""}]",2026-05-31T18:17:57.086436+08:00,
78,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""ice tubes"", ""amount"": ""50.00""}]",2026-05-31T17:58:45.047798+08:00,
77,,2026-05-31,Supplies,balance - 846.00,"[{""date"": ""2026-05-31"", ""description"": ""cooking oil"", ""amount"": ""1000.00""}]",2026-05-31T16:55:18.579152+08:00,
76,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""dishwashing soap"", ""amount"": ""160.00""}]",2026-05-31T14:28:02.489486+08:00,
75,,2026-05-31,Transport,,"[{""date"": ""2026-05-31"", ""description"": ""gas"", ""amount"": ""500.00""}]",2026-05-31T14:10:25.791269+08:00,
74,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""water"", ""amount"": ""115.00""}]",2026-05-31T14:10:01.293210+08:00,
73,,2026-05-30,Salary,,"[{""date"": ""2026-05-30"", ""description"": ""MAMI"", ""amount"": ""800.00""}]",2026-05-31T01:18:04.217367+08:00,
72,,2026-05-30,Salary,,"[{""date"": ""2026-05-30"", ""description"": ""CASH ADVANCE NI PAUL GALING SAALES 5/31/26"", ""amount"": ""200.00""}]",2026-05-31T00:24:16.307673+08:00,
70,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""SPRITE 1.5"", ""amount"": ""75.00""}]",2026-05-30T21:15:11.124983+08:00,
69,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""YELO"", ""amount"": ""50.00""}]",2026-05-30T19:22:06.716844+08:00,
68,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""PAMINTA"", ""amount"": ""110.00""}]",2026-05-30T11:52:54.495355+08:00,
67,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""LEMON"", ""amount"": ""150.00""}]",2026-05-30T11:52:00.247669+08:00,
66,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""SPORK"", ""amount"": ""25.00""}, {""date"": ""2026-05-30"", ""description"": ""SPORK"", ""amount"": ""25.00""}]",2026-05-30T11:51:35.660532+08:00,
65,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""COKE MISMO"", ""amount"": ""198.00""}, {""date"": ""2026-05-30"", ""description"": ""SPRITE MISMO"", ""amount"": ""198.00""}, {""date"": ""2026-05-30"", ""description"": ""ROYAL MISMO"", ""amount"": ""198.00""}]",2026-05-30T11:49:21.032724+08:00,
64,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""1 pc AJINOMOTO 1 KG"", ""amount"": ""231.75""}, {""date"": ""2026-05-30"", ""description"": ""PC KNORR BEEF CUBE"", ""amount"": ""69.00""}, {""date"": ""2026-05-30"", ""description"": ""4 PC KNORR SINAGANG (29.50)"", ""amount"": ""118.00""}]",2026-05-30T11:48:02.927014+08:00,
63,,2026-05-29,Other,,"[{""date"": ""2026-05-29"", ""description"": ""Basura"", ""amount"": ""50.00""}, {""date"": ""2026-05-29"", ""description"": ""Rice 1 sack 25kilos"", ""amount"": ""1360.00""}]",2026-05-29T23:41:13.968979+08:00,
62,,2026-05-29,Supplies,,"[{""date"": ""2026-05-29"", ""description"": ""Ariel"", ""amount"": ""20.00""}, {""date"": ""2026-05-29"", ""description"": ""butane"", ""amount"": ""50.00""}]",2026-05-29T23:39:23.436738+08:00,
61,,2026-05-29,Salary,,"[{""date"": ""2026-05-29"", ""description"": ""Salary"", ""amount"": ""1500.00""}]",2026-05-29T23:36:21.702561+08:00,
60,,2026-05-29,Supplies,,"[{""date"": ""2026-05-29"", ""description"": ""Lipton"", ""amount"": ""152.00""}, {""date"": ""2026-05-29"", ""description"": ""nestea 12pcks"", ""amount"": ""261.00""}]",2026-05-29T23:30:43.318054+08:00,
59,,2026-05-29,Salary,,"[{""date"": ""2026-05-29"", ""description"": ""Paul Cash Advance"", ""amount"": ""200.00""}]",2026-05-29T20:44:50.132733+08:00,
58,,2026-05-29,Supplies,,"[{""date"": ""2026-05-29"", ""description"": ""2pcs of ketchup 2kg"", ""amount"": ""258.00""}]",2026-05-29T18:21:25.369417+08:00,
57,,2026-05-29,Supplies,,"[{""date"": ""2026-05-29"", ""description"": ""Asin at Plastic"", ""amount"": ""100.00""}]",2026-05-29T18:19:48.025690+08:00,
56,,2026-05-29,Food,,"[{""date"": ""2026-05-29"", ""description"": ""Mommy meal"", ""amount"": ""89.00""}]",2026-05-29T17:37:57.293241+08:00,
55,,2026-05-29,Utilities,-Mommy,"[{""date"": ""2026-05-29"", ""description"": ""nails"", ""amount"": ""30.00""}]",2026-05-29T16:53:41.266051+08:00,
54,,2026-05-29,Utilities,,"[{""date"": ""2026-05-29"", ""description"": ""kawad"", ""amount"": ""45.00""}]",2026-05-29T16:51:03.280465+08:00,
53,,2026-05-29,Food,,"[{""date"": ""2026-05-29"", ""description"": ""Ice"", ""amount"": ""50.00""}]",2026-05-29T16:46:36.841364+08:00,
51,,2026-05-28,Salary,,"[{""date"": ""2026-05-28"", ""description"": ""mami's sweldo"", ""amount"": ""100.00""}]",2026-05-28T23:38:38.804584+08:00,
50,,2026-05-28,Other,,"[{""date"": ""2026-05-28"", ""description"": ""bigay daw kay daddy by angelo"", ""amount"": ""1800.00""}]",2026-05-28T23:38:23.020358+08:00,
49,,2026-05-28,Supplies,,"[{""date"": ""2026-05-28"", ""description"": ""1 pc. lipton"", ""amount"": ""152.00""}, {""date"": ""2026-05-28"", ""description"": ""1 6s wings powder"", ""amount"": ""37.50""}, {""date"": ""2026-05-28"", ""description"": ""12 pc. nestea honey blend"", ""amount"": ""261.00""}]",2026-05-28T23:37:54.403054+08:00,
48,,2026-05-27,,,"[{""date"": ""2026-05-27"", ""description"": ""Tubig 4 containers"", ""amount"": ""100.00""}, {""date"": ""2026-05-27"", ""description"": ""tube ice 1 bag"", ""amount"": ""50.00""}]",2026-05-27T23:35:43.483227+08:00,
47,,2026-05-27,Other,,"[{""date"": ""2026-05-27"", ""description"": ""tomatoes"", ""amount"": ""20.00""}, {""date"": ""2026-05-27"", ""description"": ""Dishwwashing"", ""amount"": ""170.00""}]",2026-05-27T23:27:03.171200+08:00,
46,,2026-05-27,Supplies,,"[{""date"": ""2026-05-27"", ""description"": ""1 pc Winrox CLRSAFE"", ""amount"": ""69.50""}, {""date"": ""2026-05-27"", ""description"": ""1 pc Liquid Knor Seasoning"", ""amount"": ""95.50""}, {""date"": ""2026-05-27"", ""description"": ""2 pc of 1/2 Gallon Soy Sauce"", ""amount"": ""215.10""}, {""date"": ""2026-05-27"", ""description"": ""2 Kl of Brown Sugar Gina Store"", ""amount"": ""116.10""}, {""date"": ""2026-05-27"", ""description"": ""8 KL of DD Sugar Gina Store"", ""amount"": ""488.40""}, {""date"": ""2026-05-27"", ""description"": ""36 pcs of Mismo Softdrinks"", ""amount"": ""594.00""}]",2026-05-27T18:23:31.105567+08:00,
45,,2026-05-27,Food,,"[{""date"": ""2026-05-27"", ""description"": ""Employee's meal"", ""amount"": ""200.00""}]",2026-05-27T13:44:25.938388+08:00,
44,,2026-05-27,Supplies,,"[{""date"": ""2026-05-27"", ""description"": ""Garbage bag"", ""amount"": ""65.00""}]",2026-05-27T13:43:54.888998+08:00,
43,,2026-05-27,Supplies,,"[{""date"": ""2026-05-27"", ""description"": ""Ice cubes"", ""amount"": ""50.00""}]",2026-05-27T12:40:15.232660+08:00,
41,,2026-05-26,Salary,,"[{""date"": ""2026-05-26"", ""description"": ""Ruth's budget for 3 days"", ""amount"": ""150.00""}]",2026-05-27T00:41:12.508439+08:00,
40,,2026-05-26,,,"[{""date"": ""2026-05-26"", ""description"": ""GIlberts Salary"", ""amount"": ""250.00""}]",2026-05-27T00:32:40.197883+08:00,
39,,2026-05-26,Salary,Taken for May 26 sale,"[{""date"": ""2026-05-26"", ""description"": ""Mitoy salary"", ""amount"": ""2550.00""}]",2026-05-27T00:17:29.266646+08:00,
38,,2026-05-26,Salary,,"[{""date"": ""2026-05-26"", ""description"": ""paul salary"", ""amount"": ""95.00""}]",2026-05-26T21:35:45.098436+08:00,
37,,2026-05-26,Supplies,,"[{""date"": ""2026-05-26"", ""description"": ""2 gallons water"", ""amount"": ""40.00""}]",2026-05-26T20:00:23.332100+08:00,
36,,2026-05-26,,,"[{""date"": ""2026-05-26"", ""description"": ""Rice"", ""amount"": ""1300.00""}]",2026-05-26T19:22:35.799728+08:00,
35,,2026-05-26,Supplies,,"[{""date"": ""2026-05-26"", ""description"": ""Lemon 8 pcs"", ""amount"": ""200.00""}]",2026-05-26T16:24:12.588088+08:00,
34,,2026-05-26,Transport,,"[{""date"": ""2026-05-26"", ""description"": ""car fuel"", ""amount"": ""500.00""}]",2026-05-26T13:43:54.152166+08:00,
33,,2026-05-26,,,"[{""date"": ""2026-05-26"", ""description"": ""1*10 plastic 10pcs"", ""amount"": ""99.00""}]",2026-05-26T12:42:16.160479+08:00,
32,,2026-05-26,Supplies,,"[{""date"": ""2026-05-26"", ""description"": ""Sili 1KG"", ""amount"": ""120.00""}, {""date"": ""2026-05-26"", ""description"": ""calamansi 4KG"", ""amount"": ""400.00""}, {""date"": ""2026-05-26"", ""description"": ""Soy sauce 2x1.89 L"", ""amount"": ""218.50""}, {""date"": ""2026-05-26"", ""description"": ""Bilao 6pcs"", ""amount"": ""210.00""}]",2026-05-26T12:02:26.358536+08:00,
31,,2026-05-25,Supplies,,"[{""date"": ""2026-05-25"", ""description"": ""Ice cubes"", ""amount"": ""50.00""}]",2026-05-25T20:27:40.819862+08:00,
30,,2026-05-25,Salary,,"[{""date"": ""2026-05-25"", ""description"": ""Mitoy Cash Advance"", ""amount"": ""200.00""}]",2026-05-25T16:20:07.349234+08:00,
29,,2026-05-25,Supplies,,"[{""date"": ""2026-05-25"", ""description"": ""1/10 plastic"", ""amount"": ""27.00""}]",2026-05-25T15:07:08.653662+08:00,
28,,2026-05-25,Supplies,,"[{""date"": ""2026-05-25"", ""description"": ""Dishwashing soap"", ""amount"": ""170.00""}]",2026-05-25T14:20:32.467001+08:00,
27,,2026-05-25,Supplies,,"[{""date"": ""2026-05-25"", ""description"": ""Kalamansi"", ""amount"": ""90.00""}]",2026-05-25T11:57:15.196915+08:00,
26,,2026-05-24,Supplies,,"[{""date"": ""2026-05-24"", ""description"": ""3pcs nestea"", ""amount"": ""72.00""}]",2026-05-24T14:48:53.865894+08:00,
25,,2026-05-24,Utilities,,"[{""date"": ""2026-05-24"", ""description"": ""Aircon 1/12"", ""amount"": ""5866.00""}]",2026-05-24T13:36:03.413544+08:00,
24,,2026-05-24,,,"[{""date"": ""2026-05-24"", ""description"": ""employee's meal"", ""amount"": ""157.00""}]",2026-05-24T13:16:56.486596+08:00,
23,,2026-05-24,Supplies,,"[{""date"": ""2026-05-24"", ""description"": ""Ice"", ""amount"": ""95.00""}, {""date"": ""2026-05-24"", ""description"": ""Transport Fee"", ""amount"": ""25.00""}]",2026-05-24T12:00:04.883386+08:00,
22,,2026-05-23,,,"[{""date"": ""2026-05-23"", ""description"": ""Rutth's food budget"", ""amount"": ""200.00""}]",2026-05-24T01:27:44.123380+08:00,
21,,2026-05-23,,,"[{""date"": ""2026-05-23"", ""description"": ""Bayad sa basura"", ""amount"": ""50.00""}, {""date"": ""2026-05-23"", ""description"": ""Yelo"", ""amount"": ""50.00""}]",2026-05-24T01:01:54.306313+08:00,
20,,2026-05-23,,kinnuha sa sales ng 05/23/26,"[{""date"": ""2026-05-23"", ""description"": ""Cash advance ni lhei"", ""amount"": ""150.00""}]",2026-05-24T00:46:01.782564+08:00,
19,,2026-05-22,Supplies,,"[{""date"": ""2026-05-22"", ""description"": ""Max Glow  ddishwashing"", ""amount"": ""160.00""}]",2026-05-24T00:44:31.281827+08:00,
18,,2026-05-23,Supplies,kinuha sa 1300 na sales kahaponn at 7k ni kyaren,"[{""date"": ""2026-05-23"", ""description"": ""sibuyas"", ""amount"": ""40.00""}, {""date"": ""2026-05-23"", ""description"": ""lemon"", ""amount"": ""150.00""}, {""date"": ""2026-05-23"", ""description"": ""asin"", ""amount"": ""30.00""}]",2026-05-23T18:39:37.381267+08:00,
17,,2026-05-23,Transport,kinuha sa 1300 na sales kahapon at 7k ni kyare,"[{""date"": ""2026-05-23"", ""description"": ""car gas"", ""amount"": ""500.00""}]",2026-05-23T18:36:30.661697+08:00,
16,,2026-05-23,Supplies,kinuha sa 1300 na sales at 7k ni kyaren,"[{""date"": ""2026-05-23"", ""description"": ""5 kl sugar"", ""amount"": ""290.25""}, {""date"": ""2026-05-23"", ""description"": ""nestea honey blend"", ""amount"": ""130.40""}]",2026-05-23T18:32:45.267563+08:00,
15,,2026-05-23,Supplies,kinuha sa 1300 at 7k ni kyaren,"[{""date"": ""2026-05-23"", ""description"": ""calamansi/sili"", ""amount"": ""270.00""}]",2026-05-23T18:28:42.603046+08:00,
14,,2026-05-23,Food,SALES of 5/23/26 kinuha,"[{""date"": ""2026-05-23"", ""description"": ""RICE 25 kl."", ""amount"": ""1300.00""}]",2026-05-23T18:23:41.734672+08:00,
13,,2026-05-23,Salary,SALES OFF 5/23/26/ KINUHA,"[{""date"": ""2026-05-23"", ""description"": ""CASH ADVANCE NI BEBE"", ""amount"": ""500.00""}]",2026-05-23T18:21:24.026183+08:00,
12,,2026-05-22,,kasi kulang na ung sales kahapon,"[{""date"": ""2026-05-22"", ""description"": ""Sweldo ni luis bawas sa sales ngayun"", ""amount"": ""1375.00""}]",2026-05-22T19:34:03.870691+08:00,
11,,2026-05-22,Other,,"[{""date"": ""2026-05-22"", ""description"": ""sweldo ni luis bawas sa sales kahapon"", ""amount"": ""2000.00""}]",2026-05-22T19:33:19.043206+08:00,
10,,2026-05-22,Supplies,deducted From today sales 22/05/26,"[{""date"": ""2026-05-22"", ""description"": ""Prycegas 11kg Gasul"", ""amount"": ""1200.00""}, {""date"": ""2026-05-22"", ""description"": ""ice cubes"", ""amount"": ""50.00""}, {""date"": ""2026-05-22"", ""description"": ""6 pack sinigang mix"", ""amount"": ""192.00""}]",2026-05-22T14:40:57.534078+08:00,
9,,2026-05-22,Supplies,,"[{""date"": ""2026-05-22"", ""description"": ""2 box of whole chicken"", ""amount"": ""3264.00""}, {""date"": ""2026-05-22"", ""description"": ""500 Gasoline"", ""amount"": ""500.00""}]",2026-05-22T14:37:31.849542+08:00,
8,,2026-05-21,Supplies,,"[{""date"": ""2026-05-21"", ""description"": ""6 gallon mineral water"", ""amount"": ""320.00""}]",2026-05-21T23:22:28.392723+08:00,
7,,2026-05-21,Other,,"[{""date"": ""2026-05-21"", ""description"": ""Bayad kay Daddi ngayun"", ""amount"": ""1000.00""}]",2026-05-21T20:13:04.373689+08:00,
6,,2026-05-20,Other,,"[{""date"": ""2026-05-20"", ""description"": ""12 pcs nestea"", ""amount"": ""261.00""}, {""date"": ""2026-05-20"", ""description"": ""lemon"", ""amount"": ""250.00""}, {""date"": ""2026-05-20"", ""description"": ""Payroll Adjustment ni Mitoy Manipol"", ""amount"": ""437.50""}, {""date"": ""2026-05-20"", ""description"": ""Cash Advance ni Bebe Manipol"", ""amount"": ""500.00""}, {""date"": ""2026-05-20"", ""description"": ""Rice 25 kilos"", ""amount"": ""1300.00""}]",2026-05-20T23:23:40.885012+08:00,
5,,2026-05-19,Other,,"[{""date"": ""2026-05-19"", ""description"": ""Egg"", ""amount"": ""240.00""}, {""date"": ""2026-05-20"", ""description"": ""Hulog kay daddi"", ""amount"": ""1000.00""}]",2026-05-20T19:35:50.978412+08:00,
4,,2026-05-20,,bayad ni kyaangelo na hiniram nia sa sales,"[{""description"": ""1000++"", ""amount"": ""1000.00""}]",2026-05-20T13:40:34.695014+08:00,
3,,2026-05-20,Supplies,si kyaren bumili,"[{""description"": ""1 pack off icec"", ""amount"": ""50.00""}]",2026-05-20T13:36:55.004735+08:00,
2,,2026-05-20,Supplies,,"[{""description"": ""kalamansi 1kilo"", ""amount"": ""100.00""}]",2026-05-20T12:40:01.215064+08:00,
1,,2026-05-19,Other,,"[{""description"": ""cash advance tito kajo 19/05/2026"", ""amount"": ""2000.00""}, {""description"": ""Uling nung 18/05/2026"", ""amount"": ""400.00""}, {""description"": ""Lemon 18/05/2026"", ""amount"": ""450.00""}, {""description"": ""Tubig  19/05/2026"", ""amount"": ""50.00""}]",2026-05-19T19:35:32.340432+08:00,
